File,Dot_Index,Centroid_X,Centroid_Y,BBox_W_px,BBox_H_px,BBox_Diam_px,BBox_Diam_mm,Body_Major_px,Body_Diam_mm,Area_px,Circularity_Raw,Circularity_Body,Grid_Row,Grid_Col,Offset_X_mm,Offset_Y_mm,Distance_Error_mm,Merged_Flag
capture_0053.pgm,49,712,394,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,4,6,0.1539,-0.0946,0.1806,NO
capture_0053.pgm,50,916,394,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,4,8,0.1479,-0.0932,0.1749,NO
capture_0053.pgm,51,305,396,23,23,23,0.2249,23.0,0.2249,377,1.000,1.000,4,2,0.1755,-0.0778,0.1920,NO
capture_0053.pgm,52,1119,399,24,24,24,0.2347,24.0,0.2347,423,1.000,1.000,4,10,0.1322,-0.0429,0.1390,NO
capture_0053.pgm,53,202,437,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,5,1,0.1684,-0.1110,0.2017,NO
capture_0053.pgm,54,610,437,23,24,24,0.2347,24.0,0.2347,395,1.000,1.000,5,5,0.1565,-0.1083,0.1904,NO
capture_0053.pgm,55,814,437,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,5,7,0.1506,-0.1069,0.1847,NO
capture_0053.pgm,56,404,439,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,5,3,0.1429,-0.0901,0.1689,NO
capture_0053.pgm,57,1014,441,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,5,9,0.1056,-0.0664,0.1247,NO
capture_0053.pgm,58,1226,444,25,25,25,0.2445,25.0,0.2445,462,1.000,1.000,5,11,0.1779,-0.0357,0.1814,NO
capture_0053.pgm,59,1118,482,24,24,24,0.2347,24.0,0.2347,416,1.000,1.000,5,10,0.1219,-0.0820,0.1469,NO
capture_0053.pgm,60,102,483,23,25,25,0.2445,25.0,0.2445,430,1.000,1.000,5,0,0.1906,-0.0791,0.2064,NO
capture_0053.pgm,61,921,484,25,24,25,0.2445,25.0,0.2445,444,1.000,1.000,5,8,0.1963,-0.0639,0.2064,NO
capture_0053.pgm,62,505,486,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,5,4,0.1299,-0.0470,0.1381,NO
capture_0053.pgm,63,707,487,22,23,23,0.2249,23.0,0.2249,365,1.000,1.000,5,6,0.1044,-0.0359,0.1104,NO
capture_0053.pgm,64,304,493,22,25,25,0.2445,25.0,0.2445,409,1.000,1.000,5,2,0.1651,0.0200,0.1664,NO
capture_0053.pgm,65,814,522,23,24,24,0.2347,24.0,0.2347,408,1.000,1.000,6,7,0.1500,-0.1265,0.1962,NO
capture_0053.pgm,66,405,526,24,25,25,0.2445,25.0,0.2445,440,1.000,1.000,6,3,0.1521,-0.0901,0.1768,NO
capture_0053.pgm,67,1020,526,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,6,9,0.1637,-0.0860,0.1849,NO
capture_0053.pgm,68,1224,526,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,6,11,0.1577,-0.0846,0.1790,NO
capture_0053.pgm,69,615,530,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,6,5,0.2049,-0.0496,0.2108,NO
capture_0053.pgm,70,195,530,23,21,23,0.2249,23.0,0.2249,359,1.000,1.000,6,1,0.0993,-0.0524,0.1123,NO
capture_0053.pgm,71,1122,569,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,6,10,0.1604,-0.0820,0.1802,NO
capture_0053.pgm,72,301,572,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,6,2,0.1352,-0.0582,0.1472,NO
capture_0053.pgm,73,504,572,24,25,25,0.2445,25.0,0.2445,423,1.000,1.000,6,4,0.1195,-0.0568,0.1323,NO
capture_0053.pgm,74,918,572,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,6,8,0.1663,-0.0541,0.1749,NO
capture_0053.pgm,75,712,575,23,25,25,0.2445,25.0,0.2445,423,1.000,1.000,6,6,0.1527,-0.0261,0.1549,NO
capture_0053.pgm,76,104,577,23,26,26,0.2543,26.0,0.2543,441,1.000,1.000,6,0,0.2096,-0.0107,0.2099,NO
capture_0053.pgm,77,810,606,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,7,7,0.1103,-0.1558,0.1909,NO
capture_0053.pgm,78,200,610,24,25,25,0.2445,25.0,0.2445,448,1.000,1.000,7,1,0.1477,-0.1208,0.1908,NO
capture_0053.pgm,79,405,612,24,24,24,0.2347,24.0,0.2347,416,1.000,1.000,7,3,0.1515,-0.0999,0.1815,NO
capture_0053.pgm,80,607,612,25,24,25,0.2445,25.0,0.2445,442,1.000,1.000,7,5,0.1260,-0.0985,0.1600,NO
capture_0053.pgm,81,1227,615,26,25,26,0.2543,26.0,0.2543,463,1.000,1.000,7,11,0.1865,-0.0651,0.1975,NO
capture_0053.pgm,82,1016,615,24,22,24,0.2347,24.0,0.2347,397,1.000,1.000,7,9,0.1240,-0.0664,0.1406,NO
capture_0053.pgm,83,917,656,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,7,8,0.1560,-0.0834,0.1769,NO
capture_0053.pgm,84,506,657,24,24,24,0.2347,24.0,0.2347,438,1.000,1.000,7,4,0.1385,-0.0764,0.1582,NO
capture_0053.pgm,85,1124,658,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,7,10,0.1794,-0.0625,0.1900,NO
capture_0053.pgm,86,712,660,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,7,6,0.1521,-0.0457,0.1588,NO
capture_0053.pgm,87,304,660,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,7,2,0.1640,-0.0484,0.1710,NO
capture_0053.pgm,88,109,664,25,25,25,0.2445,25.0,0.2445,474,1.000,1.000,7,0,0.2579,-0.0107,0.2581,NO
capture_0053.pgm,89,1222,696,24,24,24,0.2347,24.0,0.2347,413,1.000,1.000,8,11,0.1370,-0.1237,0.1846,NO
capture_0053.pgm,90,812,697,23,23,23,0.2249,23.0,0.2249,388,1.000,1.000,8,7,0.1293,-0.1167,0.1742,NO
capture_0053.pgm,91,613,700,24,25,25,0.2445,25.0,0.2445,455,1.000,1.000,8,5,0.1841,-0.0887,0.2044,NO
capture_0053.pgm,92,1014,699,25,23,25,0.2445,25.0,0.2445,420,1.000,1.000,8,9,0.1038,-0.0958,0.1412,NO
capture_0053.pgm,93,404,701,24,25,25,0.2445,25.0,0.2445,452,1.000,1.000,8,3,0.1412,-0.0803,0.1624,NO
capture_0053.pgm,94,200,702,25,25,25,0.2445,25.0,0.2445,466,1.000,1.000,8,1,0.1471,-0.0719,0.1637,NO
capture_0053.pgm,95,1124,741,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,8,10,0.1788,-0.1016,0.2057,NO
capture_0053.pgm,96,917,745,21,23,23,0.2249,23.0,0.2249,359,1.000,1.000,8,8,0.1554,-0.0639,0.1680,NO
capture_0053.pgm,97,301,746,23,23,23,0.2249,23.0,0.2249,383,1.000,1.000,8,2,0.1340,-0.0582,0.1461,NO
capture_0053.pgm,98,103,747,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,8,0,0.1987,-0.0498,0.2048,NO
capture_0053.pgm,99,512,748,26,25,26,0.2543,26.0,0.2543,463,1.000,1.000,8,4,0.1966,-0.0373,0.2001,NO
capture_0053.pgm,100,711,750,22,22,22,0.2152,22.0,0.2152,346,1.000,1.000,8,6,0.1418,-0.0163,0.1427,NO
capture_0053.pgm,101,815,785,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,9,7,0.1581,-0.1069,0.1908,NO
capture_0053.pgm,102,407,788,23,23,23,0.2249,23.0,0.2249,405,1.000,1.000,9,3,0.1699,-0.0803,0.1879,NO
capture_0053.pgm,103,198,789,24,24,24,0.2347,24.0,0.2347,427,1.000,1.000,9,1,0.1269,-0.0719,0.1459,NO
capture_0053.pgm,104,614,789,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,5,0.1933,-0.0692,0.2053,NO
capture_0053.pgm,105,1217,788,25,21,25,0.2445,25.0,0.2445,401,1.000,1.000,9,11,0.0875,-0.0748,0.1152,NO
capture_0053.pgm,106,1015,790,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,9,9,0.1130,-0.0566,0.1264,NO
capture_0053.pgm,107,516,829,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,9,4,0.2351,-0.0959,0.2539,NO
capture_0053.pgm,108,1115,828,25,21,25,0.2445,25.0,0.2445,401,1.000,1.000,9,10,0.0902,-0.1016,0.1359,NO
capture_0053.pgm,109,915,829,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,8,0.1352,-0.0932,0.1642,NO
capture_0053.pgm,110,709,830,25,22,25,0.2445,25.0,0.2445,398,1.000,1.000,9,6,0.1216,-0.0848,0.1483,NO
capture_0053.pgm,111,302,832,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,9,2,0.1432,-0.0680,0.1586,NO
capture_0053.pgm,112,99,832,25,22,25,0.2445,25.0,0.2445,412,1.000,1.000,9,0,0.1589,-0.0694,0.1734,NO
capture_0053.pgm,113,1220,869,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,10,11,0.1163,-0.1335,0.1770,NO
capture_0053.pgm,114,201,875,25,24,25,0.2445,25.0,0.2445,445,1.000,1.000,10,1,0.1557,-0.0817,0.1758,NO
capture_0053.pgm,115,407,876,24,26,26,0.2543,26.0,0.2543,451,1.000,1.000,10,3,0.1693,-0.0706,0.1834,NO
capture_0053.pgm,116,820,875,23,24,24,0.2347,24.0,0.2347,406,1.000,1.000,10,7,0.2064,-0.0776,0.2205,NO
capture_0053.pgm,117,1018,876,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,10,9,0.1418,-0.0664,0.1566,NO
capture_0053.pgm,118,614,877,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,10,5,0.1927,-0.0594,0.2017,NO
capture_0053.pgm,119,303,916,24,24,24,0.2347,24.0,0.2347,431,1.000,1.000,10,2,0.1524,-0.0973,0.1809,NO
capture_0053.pgm,120,709,915,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,10,6,0.1210,-0.1043,0.1598,NO
capture_0053.pgm,121,103,920,26,23,26,0.2543,26.0,0.2543,439,1.000,1.000,10,0,0.1975,-0.0596,0.2063,NO
capture_0053.pgm,122,508,922,22,25,25,0.2445,25.0,0.2445,412,1.000,1.000,10,4,0.1563,-0.0373,0.1607,NO
capture_0053.pgm,123,918,924,22,24,24,0.2347,24.0,0.2347,387,1.000,1.000,10,8,0.1640,-0.0150,0.1647,NO
capture_0053.pgm,124,1121,924,22,25,25,0.2445,25.0,0.2445,409,1.000,1.000,10,10,0.1483,-0.0136,0.1489,NO
capture_0053.pgm,125,406,955,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,11,3,0.1590,-0.1488,0.2177,NO
capture_0053.pgm,126,199,957,26,26,26,0.2543,26.0,0.2543,488,1.000,1.000,11,1,0.1355,-0.1306,0.1882,NO
capture_0053.pgm,127,814,957,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,11,7,0.1471,-0.1265,0.1940,NO
capture_0053.pgm,128,1022,958,21,24,24,0.2347,24.0,0.2347,380,1.000,1.000,11,9,0.1803,-0.1153,0.2140,NO
capture_0053.pgm,129,615,965,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,11,5,0.2019,-0.0496,0.2079,NO
capture_0053.pgm,130,1227,966,25,26,26,0.2543,26.0,0.2543,461,1.000,1.000,11,11,0.1842,-0.0357,0.1876,NO
capture_0053.pgm,131,1118,1000,23,24,24,0.2347,24.0,0.2347,411,1.000,1.000,11,10,0.1184,-0.1212,0.1694,NO
capture_0053.pgm,132,510,1006,23,26,26,0.2543,26.0,0.2543,442,1.000,1.000,11,4,0.1753,-0.0666,0.1875,NO
capture_0053.pgm,133,313,1006,24,24,24,0.2347,24.0,0.2347,435,1.000,1.000,11,2,0.2497,-0.0680,0.2587,NO
capture_0053.pgm,134,916,1008,24,25,25,0.2445,25.0,0.2445,442,1.000,1.000,11,8,0.1439,-0.0443,0.1505,NO
capture_0053.pgm,135,100,1010,24,23,24,0.2347,24.0,0.2347,407,1.000,1.000,11,0,0.1676,-0.0302,0.1703,NO
capture_0053.pgm,136,705,1010,23,22,23,0.2249,23.0,0.2249,362,1.000,1.000,11,6,0.0813,-0.0261,0.0854,NO
capture_0053.pgm,SUMMARY,,,,,,,,,,,,,,,,,
capture_0053.pgm,Count,136,,,,,,,,,,,,,,,
capture_0053.pgm,Missed,2,,,,,,,,,,,,,,,
capture_0053.pgm,Mean,,,,,,,,0.2323,,,,,,,,
capture_0053.pgm,Median,,,,,,,,0.2347,,,,,,,,
capture_0053.pgm,StdDev,,,,,,,,0.0124,,,,,,,,
capture_0053.pgm,Min,,,,,,,,0.2054,,,,,,,,
capture_0053.pgm,Max,,,,,,,,0.2641,,,,,,,,
capture_0054.pgm,1,1221,16,23,25,25,0.2445,25.0,0.2445,437,1.000,1.000,0,11,0.1319,0.0327,0.1359,NO
capture_0054.pgm,2,403,18,24,27,27,0.2641,27.0,0.2641,479,1.000,1.000,0,3,0.1360,0.0468,0.1439,NO
capture_0054.pgm,3,1017,18,24,26,26,0.2543,26.0,0.2543,453,1.000,1.000,0,9,0.1378,0.0509,0.1469,NO
capture_0054.pgm,4,202,19,27,24,27,0.2641,27.0,0.2641,475,1.000,1.000,0,1,0.1713,0.0552,0.1800,NO
capture_0054.pgm,5,812,20,25,26,26,0.2543,26.0,0.2543,460,1.000,1.000,0,7,0.1340,0.0691,0.1508,NO
capture_0054.pgm,6,608,20,22,23,23,0.2249,23.0,0.2249,372,1.000,1.000,0,5,0.1399,0.0677,0.1554,NO
capture_0054.pgm,7,522,53,23,25,25,0.2445,25.0,0.2445,437,1.000,1.000,0,4,0.2991,-0.0275,0.3003,NO
capture_0054.pgm,8,112,54,26,26,26,0.2543,26.0,0.2543,509,1.000,1.000,0,0,0.2913,-0.0205,0.2921,NO
capture_0054.pgm,9,926,57,25,25,25,0.2445,25.0,0.2445,479,1.000,1.000,0,8,0.2481,0.0144,0.2485,NO
capture_0054.pgm,10,723,57,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,0,6,0.2638,0.0130,0.2641,NO
capture_0054.pgm,11,1127,57,22,23,23,0.2249,23.0,0.2249,365,1.000,1.000,0,10,0.2128,0.0158,0.2134,NO
capture_0054.pgm,12,313,60,24,24,24,0.2347,24.0,0.2347,437,1.000,1.000,0,2,0.2561,0.0396,0.2591,NO
capture_0054.pgm,13,812,102,22,22,22,0.2152,22.0,0.2152,346,1.000,1.000,1,7,0.1334,0.0202,0.1349,NO
capture_0054.pgm,14,200,105,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,1,1,0.1512,0.0454,0.1578,NO
capture_0054.pgm,15,610,107,23,23,23,0.2249,23.0,0.2249,383,1.000,1.000,1,5,0.1589,0.0677,0.1727,NO
capture_0054.pgm,16,1017,106,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,1,9,0.1372,0.0607,0.1501,NO
capture_0054.pgm,17,403,109,25,24,25,0.2445,25.0,0.2445,432,1.000,1.000,1,3,0.1355,0.0859,0.1604,NO
capture_0054.pgm,18,1222,110,22,22,22,0.2152,22.0,0.2152,346,1.000,1.000,1,11,0.1411,0.1012,0.1736,NO
capture_0054.pgm,19,510,147,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,1,4,0.1811,0.0410,0.1857,NO
capture_0054.pgm,20,303,149,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,1,2,0.1577,0.0592,0.1684,NO
capture_0054.pgm,21,710,150,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,1,6,0.1361,0.0717,0.1538,NO
capture_0054.pgm,22,912,152,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,1,8,0.1106,0.0926,0.1442,NO
capture_0054.pgm,23,1115,153,23,22,23,0.2249,23.0,0.2249,362,1.000,1.000,1,10,0.0949,0.1038,0.1406,NO
capture_0054.pgm,24,98,159,22,23,23,0.2249,23.0,0.2249,365,1.000,1.000,1,0,0.1538,0.1556,0.2188,NO
capture_0054.pgm,25,404,190,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,2,3,0.1447,0.0272,0.1472,NO
capture_0054.pgm,26,1221,191,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,2,11,0.1307,0.0425,0.1375,NO
capture_0054.pgm,27,809,194,23,24,24,0.2347,24.0,0.2347,407,1.000,1.000,2,7,0.1035,0.0691,0.1244,NO
capture_0054.pgm,28,198,195,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,2,1,0.1310,0.0748,0.1509,NO
capture_0054.pgm,29,1018,196,25,23,25,0.2445,25.0,0.2445,425,1.000,1.000,2,9,0.1464,0.0900,0.1719,NO
capture_0054.pgm,30,612,197,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,2,5,0.1779,0.0971,0.2026,NO
capture_0054.pgm,31,1118,240,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,2,10,0.1236,0.1038,0.1614,NO
capture_0054.pgm,32,503,243,23,22,23,0.2249,23.0,0.2249,372,1.000,1.000,2,4,0.1121,0.1290,0.1709,NO
capture_0054.pgm,33,299,244,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,2,2,0.1180,0.1374,0.1811,NO
capture_0054.pgm,34,707,246,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,2,6,0.1061,0.1597,0.1918,NO
capture_0054.pgm,35,103,250,25,24,25,0.2445,25.0,0.2445,444,1.000,1.000,2,0,0.2022,0.1947,0.2807,NO
capture_0054.pgm,36,1218,277,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,3,11,0.1008,0.0327,0.1060,NO
capture_0054.pgm,37,403,279,24,23,24,0.2347,24.0,0.2347,406,1.000,1.000,3,3,0.1343,0.0468,0.1422,NO
capture_0054.pgm,38,603,280,25,24,25,0.2445,25.0,0.2445,425,1.000,1.000,3,5,0.0892,0.0580,0.1064,NO
capture_0054.pgm,39,199,280,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,3,1,0.1402,0.0552,0.1507,NO
capture_0054.pgm,40,808,283,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,3,7,0.0931,0.0887,0.1286,NO
capture_0054.pgm,41,1018,284,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,3,9,0.1459,0.0998,0.1767,NO
capture_0054.pgm,42,1117,328,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,3,10,0.1133,0.1136,0.1604,NO
capture_0054.pgm,43,98,329,23,21,23,0.2249,23.0,0.2249,359,1.000,1.000,3,0,0.1527,0.1165,0.1920,NO
capture_0054.pgm,44,503,330,24,24,24,0.2347,24.0,0.2347,431,1.000,1.000,3,4,0.1115,0.1290,0.1705,NO
capture_0054.pgm,45,708,330,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,3,6,0.1153,0.1304,0.1741,NO
capture_0054.pgm,46,913,333,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,3,8,0.1192,0.1611,0.2004,NO
capture_0054.pgm,47,608,367,21,24,24,0.2347,24.0,0.2347,380,1.000,1.000,4,5,0.1376,0.0580,0.1493,NO
capture_0054.pgm,48,1220,366,25,23,25,0.2445,25.0,0.2445,419,1.000,1.000,4,11,0.1198,0.0523,0.1307,NO
capture_0054.pgm,49,814,367,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,4,7,0.1512,0.0593,0.1624,NO
capture_0054.pgm,50,1018,371,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,4,9,0.1453,0.0998,0.1763,NO
capture_0054.pgm,51,205,371,23,23,23,0.2249,23.0,0.2249,384,1.000,1.000,4,1,0.1983,0.0943,0.2196,NO
capture_0054.pgm,52,402,373,26,23,26,0.2543,26.0,0.2543,453,1.000,1.000,4,3,0.1239,0.1153,0.1692,NO
capture_0054.pgm,53,712,410,25,24,25,0.2445,25.0,0.2445,443,1.000,1.000,4,6,0.1539,0.0619,0.1659,NO
capture_0054.pgm,54,1116,411,25,22,25,0.2445,25.0,0.2445,414,1.000,1.000,4,10,0.1029,0.0744,0.1270,NO
capture_0054.pgm,55,302,413,24,22,24,0.2347,24.0,0.2347,389,1.000,1.000,4,2,0.1462,0.0885,0.1709,NO
capture_0054.pgm,56,508,416,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,4,4,0.1598,0.1192,0.1994,NO
capture_0054.pgm,57,915,416,24,24,24,0.2347,24.0,0.2347,416,1.000,1.000,4,8,0.1382,0.1220,0.1843,NO
capture_0054.pgm,58,101,417,25,25,25,0.2445,25.0,0.2445,462,1.000,1.000,4,0,0.1814,0.1262,0.2210,NO
capture_0054.pgm,59,814,452,25,22,25,0.2445,25.0,0.2445,419,1.000,1.000,5,7,0.1506,0.0398,0.1558,NO
capture_0054.pgm,60,609,455,24,26,26,0.2543,26.0,0.2543,463,1.000,1.000,5,5,0.1468,0.0677,0.1616,NO
capture_0054.pgm,61,399,456,26,22,26,0.2543,26.0,0.2543,431,1.000,1.000,5,3,0.0940,0.0761,0.1210,NO
capture_0054.pgm,62,1018,458,23,23,23,0.2249,23.0,0.2249,388,1.000,1.000,5,9,0.1447,0.0998,0.1758,NO
capture_0054.pgm,63,1221,459,25,25,25,0.2445,25.0,0.2445,459,1.000,1.000,5,11,0.1290,0.1110,0.1702,NO
capture_0054.pgm,64,207,462,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,5,1,0.2173,0.1334,0.2550,NO
capture_0054.pgm,65,1116,495,26,22,26,0.2543,26.0,0.2543,431,1.000,1.000,5,10,0.1023,0.0451,0.1118,NO
capture_0054.pgm,66,913,496,23,23,23,0.2249,23.0,0.2249,381,1.000,1.000,5,8,0.1180,0.0535,0.1296,NO
capture_0054.pgm,67,96,499,24,26,26,0.2543,26.0,0.2543,461,1.000,1.000,5,0,0.1319,0.0773,0.1529,NO
capture_0054.pgm,68,304,502,23,27,27,0.2641,27.0,0.2641,466,1.000,1.000,5,2,0.1651,0.1081,0.1974,NO
capture_0054.pgm,69,717,501,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,5,6,0.2022,0.1010,0.2260,NO
capture_0054.pgm,70,508,508,23,24,24,0.2347,24.0,0.2347,411,1.000,1.000,5,4,0.1592,0.1681,0.2315,NO
capture_0054.pgm,71,1218,542,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,6,11,0.0991,0.0719,0.1224,NO
capture_0054.pgm,72,608,543,24,24,24,0.2347,24.0,0.2347,423,1.000,1.000,6,5,0.1364,0.0775,0.1569,NO
capture_0054.pgm,73,205,544,24,24,24,0.2347,24.0,0.2347,428,1.000,1.000,6,1,0.1971,0.0846,0.2145,NO
capture_0054.pgm,74,401,545,27,24,27,0.2641,27.0,0.2641,458,1.000,1.000,6,3,0.1130,0.0957,0.1481,NO
capture_0054.pgm,75,810,546,25,25,25,0.2445,25.0,0.2445,460,1.000,1.000,6,7,0.1109,0.1082,0.1550,NO
capture_0054.pgm,76,1020,545,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,6,9,0.1637,0.0998,0.1917,NO
capture_0054.pgm,77,302,587,24,23,24,0.2347,24.0,0.2347,398,1.000,1.000,6,2,0.1450,0.0885,0.1699,NO
capture_0054.pgm,78,506,586,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,6,4,0.1391,0.0801,0.1605,NO
capture_0054.pgm,79,914,586,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,6,8,0.1272,0.0828,0.1518,NO
capture_0054.pgm,80,1112,587,25,21,25,0.2445,25.0,0.2445,401,1.000,1.000,6,10,0.0626,0.0940,0.1129,NO
capture_0054.pgm,81,711,590,24,24,24,0.2347,24.0,0.2347,424,1.000,1.000,6,6,0.1429,0.1206,0.1870,NO
capture_0054.pgm,82,97,592,27,24,27,0.2641,27.0,0.2641,476,1.000,1.000,6,0,0.1411,0.1360,0.1960,NO
capture_0054.pgm,83,406,626,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,7,3,0.1613,0.0370,0.1655,NO
capture_0054.pgm,84,1015,626,24,22,24,0.2347,24.0,0.2347,397,1.000,1.000,7,9,0.1142,0.0412,0.1214,NO
capture_0054.pgm,85,607,628,22,24,24,0.2347,24.0,0.2347,397,1.000,1.000,7,5,0.1260,0.0580,0.1387,NO
capture_0054.pgm,86,809,629,24,22,24,0.2347,24.0,0.2347,397,1.000,1.000,7,7,0.1005,0.0691,0.1220,NO
capture_0054.pgm,87,1220,630,24,24,24,0.2347,24.0,0.2347,424,1.000,1.000,7,11,0.1180,0.0816,0.1435,NO
capture_0054.pgm,88,201,634,27,24,27,0.2641,27.0,0.2641,472,1.000,1.000,7,1,0.1574,0.1139,0.1943,NO
capture_0054.pgm,89,509,670,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,7,4,0.1678,0.0508,0.1753,NO
capture_0054.pgm,90,709,671,23,24,24,0.2347,24.0,0.2347,406,1.000,1.000,7,6,0.1228,0.0619,0.1375,NO
capture_0054.pgm,91,96,675,25,23,25,0.2445,25.0,0.2445,423,1.000,1.000,7,0,0.1308,0.0969,0.1628,NO
capture_0054.pgm,92,915,674,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,7,8,0.1364,0.0926,0.1649,NO
capture_0054.pgm,93,304,677,24,25,25,0.2445,25.0,0.2445,447,1.000,1.000,7,2,0.1640,0.1178,0.2019,NO
capture_0054.pgm,94,1115,680,23,24,24,0.2347,24.0,0.2347,392,1.000,1.000,7,10,0.0914,0.1527,0.1779,NO
capture_0054.pgm,95,608,712,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,8,5,0.1352,0.0286,0.1382,NO
capture_0054.pgm,96,404,714,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,8,3,0.1412,0.0468,0.1487,NO
capture_0054.pgm,97,813,713,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,8,7,0.1391,0.0398,0.1447,NO
capture_0054.pgm,98,1017,713,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,8,9,0.1332,0.0412,0.1394,NO
capture_0054.pgm,99,1224,713,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,8,11,0.1566,0.0425,0.1622,NO
capture_0054.pgm,100,203,723,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,8,1,0.1764,0.1335,0.2212,NO
capture_0054.pgm,101,1119,757,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,8,10,0.1299,0.0549,0.1410,NO
capture_0054.pgm,102,305,760,25,22,25,0.2445,25.0,0.2445,409,1.000,1.000,8,2,0.1732,0.0787,0.1902,NO
capture_0054.pgm,103,710,761,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,8,6,0.1320,0.0913,0.1605,NO
capture_0054.pgm,104,506,762,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,8,4,0.1379,0.0997,0.1701,NO
capture_0054.pgm,105,100,763,24,24,24,0.2347,24.0,0.2347,430,1.000,1.000,8,0,0.1693,0.1067,0.2001,NO
capture_0054.pgm,106,401,800,25,25,25,0.2445,25.0,0.2445,466,1.000,1.000,9,3,0.1112,0.0370,0.1172,NO
capture_0054.pgm,107,1221,801,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,9,11,0.1266,0.0523,0.1370,NO
capture_0054.pgm,108,609,804,25,25,25,0.2445,25.0,0.2445,477,1.000,1.000,9,5,0.1444,0.0775,0.1639,NO
capture_0054.pgm,109,811,804,25,25,25,0.2445,25.0,0.2445,454,1.000,1.000,9,7,0.1189,0.0789,0.1427,NO
